campus_number,district_number,campus_name,district_name,teacher_total_full_time_equiv_count,support_total_full_time_equiv_count,school_admin_total_full_time_equiv_count,educ_aide_total_full_time_equiv_count,teacher_beginning_full_time_equiv_count,teacher_1-5_years_full_time_equiv_count,teacher_6-10_years_full_time_equiv_count,teacher_11-20_years_full_time_equiv_count,teacher_21-30_years_full_time_equiv_count,teacher_>_30_years_full_time_equiv_count,teacher_no_degree_full_time_equiv_count,teacher_ba_degree_full_time_equiv_count,teacher_ms_degree_full_time_equiv_count,teacher_ph_degree_full_time_equiv_count,professional_total_full_time_equiv_count,all_staff_total_full_time_equiv_count,counselor_total_part_time_equiv_count,counselor_total_full_time_equiv_count,librarian_total_part_time_equiv_count,librarian_total_full_time_equiv_count,support_total_base_salary_average,school_admin_total_base_salary_average,teacher_total_base_salary_average,teacher_beginning_base_salary_average,teacher_1-5_years_base_salary_average,teacher_6-10_years_base_salary_average,teacher_11-20_years_base_salary_average,teacher_21-30_years_base_salary_average,teacher_>_30_years_base_salary_average,teacher_american_indian_full_time_equiv_count,teacher_pacific_islander_full_time_equiv_count,teacher_asian_full_time_equiv_count,teacher_african_american_full_time_equiv_count,teacher_hispanic_full_time_equiv_count,teacher_white_full_time_equiv_count,teacher_two_or_more_races_full_time_equiv_count,teacher_male_full_time_equiv_count,teacher_female_full_time_equiv_count,teacher_tenure_average,teacher_experience_average,teacher_regular_program_full_time_equiv_count,teacher_career_&_technical_prgms_full_time_equiv_count,teacher_bilingual_program_full_time_equiv_count,teacher_compensatory_program_full_time_equiv_count,teacher_gifted_&_talented_program_full_time_equiv_count,teacher_special_education_full_time_equiv_count,teacher_other_full_time_equiv_count,contract_serv_total_full_time_equiv_count,principal_experience_average,principal_tenure_average,assistant_principal_experience_average,assistant_principal_tenure_average,all_staff_minority_full_time_equiv_count,teacher_total_full_time_equiv_percent,support_total_full_time_equiv_percent,school_admin_total_full_time_equiv_percent,educ_aide_total_full_time_equiv_percent,professional_total_full_time_equiv_percent,all_staff_minority_full_time_equiv_percent,teacher_beginning_full_time_equiv_percent,teacher_1-5_years_full_time_equiv_percent,teacher_6-10_years_full_time_equiv_percent,teacher_11-20_years_full_time_equiv_percent,teacher_21-30_years_full_time_equiv_percent,teacher_>_30_years_full_time_equiv_percent,teacher_regular_program_full_time_equiv_percent,teacher_career_&_technical_prgms_full_time_equiv_percent,teacher_bilingual_program_full_time_equiv_percent,teacher_compensatory_program_full_time_equiv_percent,teacher_gifted_&_talented_program_full_time_equiv_percent,teacher_special_education_full_time_equiv_percent,teacher_other_full_time_equiv_percent,teacher_no_degree_full_time_equiv_percent,teacher_ba_degree_full_time_equiv_percent,teacher_ms_degree_full_time_equiv_percent,teacher_ph_degree_full_time_equiv_percent,teacher_white_full_time_equiv_percent,teacher_african_american_full_time_equiv_percent,teacher_hispanic_full_time_equiv_percent,teacher_pacific_islander_full_time_equiv_percent,teacher_american_indian_full_time_equiv_percent,teacher_asian_full_time_equiv_percent,teacher_two_or_more_races_full_time_equiv_percent,teacher_male_full_time_equiv_percent,teacher_female_full_time_equiv_percent,teacher_student_ratio
61902010,61902,FLOWER MOUND H S,LEWISVILLE ISD,216.1,20.3,12.1,18.8,3.8,37.7,39.4,72.7,51.5,11.0,2.8,150.8,60.7,1.9,248.5,267.4,1,10,0,2,76888,102618,67612,59707,59513,64526,68927,72672,76755,1.0,0.0,5.0,4.0,17.5,182.3,6.4,87.7,128.4,9.5,13.9,111.8,25.7,0.0,0.0,0.0,41.9,36.5,0.0,6.5,6.5,6.6,6.2,36.6,80.8,7.6,4.5,7.0,93.0,13.7,1.8,17.4,18.2,33.6,23.8,5.1,51.8,11.9,0.0,0.0,0.0,19.4,16.9,1.3,69.8,28.1,0.9,84.3,1.9,8.1,0.0,0.5,2.3,2.9,40.6,59.4,15.9
61903001,61903,PILOT POINT H S,PILOT POINT ISD,36.4,2.1,4.4,2.6,3.0,13.0,6.4,10.1,3.9,0.0,0.0,27.1,9.4,0.0,42.8,45.4,0,1,0,0,73161,72961,61021,53325,57107,67564,63111,63816,.,0.0,0.0,0.0,0.0,2.0,34.4,0.0,13.7,22.7,2.6,9.5,17.0,8.6,0.0,5.0,0.0,2.0,3.8,0.0,14.0,1.0,1.0,1.0,2.9,80.2,4.5,9.6,5.7,94.3,6.5,8.2,35.7,17.6,27.9,10.6,0.0,46.6,23.7,0.0,13.7,0.0,5.4,10.4,0.0,74.3,25.7,0.0,94.5,0.0,5.5,0.0,0.0,0.0,0.0,37.6,62.4,12.6
61905001,61905,KRUM H S,KRUM ISD,50.5,4.6,3.3,4.0,5.7,9.3,8.0,11.6,13.0,3.0,1.1,38.7,10.7,0.0,58.4,62.4,0,2,1,0,65589,89972,61831,51923,51557,47621,64495,77715,71295,1.0,0.0,1.0,0.0,1.9,46.6,0.0,20.2,30.3,5.3,13.7,24.3,13.4,0.0,1.2,0.0,5.0,6.7,0.0,5.0,1.0,1.5,1.5,4.9,81.0,7.3,5.3,6.4,93.6,7.9,11.3,18.3,15.8,22.9,25.7,5.9,48.1,26.4,0.0,2.4,0.0,9.9,13.2,2.2,76.5,21.3,0.0,92.3,0.0,3.8,0.0,2.0,2.0,0.0,40.1,59.9,14.9
61906001,61906,PONDER H S,PONDER ISD,42.4,3.2,1.0,7.9,0.4,7.5,10.0,7.4,13.2,4.0,0.0,29.2,13.3,0.0,46.7,54.6,1,1,0,0,81260,79894,61604,45500,48840,55684,58485,71193,75821,0.0,0.0,0.0,0.9,0.1,39.8,1.6,20.4,22.1,5.8,15.1,31.8,6.2,0.1,0.0,0.0,2.6,1.7,0.0,11.0,3.0,8.0,1.0,2.0,77.7,5.9,1.9,14.5,85.5,3.7,0.9,17.6,23.5,17.5,31.1,9.4,75.0,14.5,0.3,0.0,0.0,6.2,4.0,0.0,68.8,31.2,0.0,93.9,2.1,0.3,0.0,0.0,0.0,3.7,48.0,52.0,12.6
61907001,61907,AUBREY H S,AUBREY ISD,60.3,4.0,2.3,12.6,4.2,19.0,6.6,14.5,12.0,4.0,1.0,39.5,19.7,0.0,66.6,79.1,0,2,0,0,69894,88647,64724,58783,56010,61593,67643,75349,74935,0.0,1.0,0.0,1.8,9.0,48.4,0.0,28.5,31.8,3.6,13.0,37.9,8.3,0.6,0.0,0.0,6.1,7.3,0.0,3.0,2.0,2.0,2.0,14.0,76.1,5.1,2.9,15.9,84.1,17.7,7.0,31.5,10.9,24.1,19.9,6.6,63.0,13.8,0.9,0.0,0.0,10.2,12.1,1.7,65.6,32.7,0.0,80.3,3.1,14.9,1.7,0.0,0.0,0.0,47.3,52.7,17.2
61908001,61908,SANGER H S,SANGER ISD,62.5,11.4,3.6,12.4,4.7,18.3,10.1,12.3,12.1,4.9,1.0,43.0,17.5,1.0,77.5,89.8,1,3,0,1,69682,99766,61517,49774,51734,56046,63374,76097,79771,1.0,0.0,1.0,1.9,2.2,55.5,0.9,29.2,33.3,4.8,11.9,33.9,13.3,0.0,0.0,0.0,11.5,3.7,0.0,1.0,1.0,4.0,4.0,11.1,69.6,12.7,4.0,13.8,86.2,12.4,7.6,29.2,16.2,19.7,19.4,7.9,54.2,21.3,0.0,0.1,0.0,18.5,6.0,1.6,68.8,28.0,1.6,88.8,3.1,3.5,0.0,1.6,1.6,1.4,46.7,53.3,13.2
61908003,61908,LINDA TUTT H S,SANGER ISD,4.2,1.4,1.0,9.8,0.0,0.0,2.0,1.0,0.3,0.9,0.0,2.3,1.9,0.0,6.5,16.3,0,1,0,0,70060,84596,65393,.,.,57778,65678,66327,82210,0.0,0.0,0.0,0.0,1.0,3.2,0.0,1.9,2.3,9.0,17.8,3.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,25.6,8.3,6.1,60.0,40.0,36.8,0.0,0.0,47.9,24.0,7.2,20.9,88.9,11.1,0.0,0.0,0.0,0.0,0.0,0.0,55.2,44.8,0.0,76.0,0.0,24.0,0.0,0.0,0.0,0.0,44.8,55.2,5.5
61910001,61910,ARGYLE H S,ARGYLE ISD,101.0,13.8,6.0,13.4,4.1,15.6,21.3,35.7,19.0,5.3,0.9,59.2,38.8,2.0,120.7,134.2,0,6,0,1,81021,102225,65501,43942,60672,62203,65730,74345,76625,0.0,0.0,0.0,0.0,4.0,95.0,2.0,39.4,61.6,4.6,13.9,64.7,10.8,0.8,0.0,0.0,6.1,18.5,0.0,6.0,6.0,3.3,3.3,6.1,75.2,10.3,4.5,10.0,90.0,4.5,4.1,15.5,21.1,35.3,18.8,5.2,64.1,10.7,0.7,0.0,0.0,6.0,18.4,0.9,58.7,38.5,2.0,94.1,0.0,4.0,0.0,0.0,0.0,2.0,39.0,61.0,15.1
61911001,61911,NORTHWEST H S,NORTHWEST ISD,143.2,15.1,9.8,12.0,5.9,40.7,27.4,42.8,22.5,4.0,1.2,88.1,51.9,2.0,168.2,180.2,1,7,1,0,75698,98602,65811,57037,62692,63142,66878,72543,79513,2.0,0.0,4.2,5.6,13.4,118.0,0.0,59.8,83.4,5.8,11.9,79.1,27.5,0.4,1.9,0.0,11.0,23.4,0.8,18.0,6.0,5.0,4.3,30.9,79.5,8.4,5.5,6.6,93.4,17.2,4.1,28.4,19.2,29.9,15.7,2.8,55.2,19.2,0.3,1.4,0.0,7.7,16.3,0.8,61.5,36.2,1.4,82.4,3.9,9.4,0.0,1.4,3.0,0.0,41.8,58.2,17.8
61911007,61911,BYRON NELSON H S,NORTHWEST ISD,153.8,18.1,8.6,14.9,5.8,26.9,36.4,57.7,24.9,2.0,0.9,99.8,52.1,1.0,180.5,195.3,1,8,1,0,78183,100458,66006,63576,62732,63414,66892,71074,75614,0.0,0.0,3.0,3.4,16.3,127.8,3.3,64.8,88.9,6.4,12.8,76.8,26.2,0.9,1.8,0.0,9.2,38.8,0.3,2.0,2.0,8.6,8.3,36.2,78.7,9.3,4.4,7.6,92.4,18.5,3.8,17.5,23.7,37.5,16.2,1.3,49.9,17.1,0.6,1.2,0.0,6.0,25.2,0.6,64.9,33.9,0.7,83.1,2.2,10.6,0.0,0.0,2.0,2.1,42.2,57.8,18.8
61911010,61911,JAMES M STEELE EARLY COLLEGE H S,NORTHWEST ISD,20.7,4.0,2.7,1.0,0.0,4.2,5.9,4.6,5.0,1.0,1.0,11.9,7.8,0.0,27.4,28.4,1,1,0,0,81896,99579,67324,.,62083,62612,70301,72774,76365,0.0,0.0,1.6,0.0,4.0,15.1,0.0,6.2,14.5,5.7,12.8,7.0,3.7,0.5,0.4,0.0,0.6,8.4,0.0,14.0,12.0,12.0,10.0,6.9,73.0,14.0,9.5,3.5,96.5,24.3,0.0,20.2,28.6,22.4,23.9,4.8,33.8,17.8,2.3,2.2,0.0,3.1,40.8,4.8,57.6,37.6,0.0,73.1,0.0,19.3,0.0,0.0,7.5,0.0,29.9,70.1,12.4
61911011,61911,V R EATON H S,NORTHWEST ISD,171.3,19.3,8.8,14.8,6.7,40.9,34.5,58.4,27.8,3.0,0.5,99.9,70.3,0.6,199.4,214.3,1,10,1,0,76537,100633,66195,64408,61806,63184,67275,73390,77031,2.0,0.0,1.0,13.0,18.0,135.3,2.0,71.0,100.4,4.6,12.0,91.1,30.0,0.3,2.0,0.3,16.8,30.9,1.5,4.0,4.0,6.2,3.9,43.3,80.0,9.0,4.1,6.9,93.1,20.2,3.9,23.9,20.1,34.1,16.2,1.8,53.2,17.5,0.2,1.2,0.2,9.8,18.0,0.3,58.3,41.0,0.4,79.0,7.6,10.5,0.0,1.2,0.6,1.2,41.4,58.6,19.0
61912001,61912,LAKE DALLAS H S,LAKE DALLAS ISD,82.2,8.0,10.0,7.6,4.0,22.2,19.1,20.0,15.0,2.0,0.0,53.3,26.0,3.0,100.2,107.8,0,5,0,0,74610,98886,66714,60266,61348,64951,69458,72848,82384,0.0,0.0,0.0,2.0,7.0,70.2,3.0,41.3,40.9,7.2,11.6,50.6,15.3,1.3,0.0,3.0,8.3,3.7,0.0,3.0,3.0,5.7,5.7,15.0,76.2,7.4,9.3,7.1,92.9,13.9,4.9,26.9,23.2,24.3,18.2,2.4,61.5,18.7,1.6,0.0,3.7,10.0,4.5,0.0,64.8,31.6,3.6,85.4,2.4,8.5,0.0,0.0,0.0,3.6,50.2,49.8,15.6
61914001,61914,LITTLE ELM H S,LITTLE ELM ISD,148.1,21.6,10.0,14.1,15.6,35.6,42.5,40.6,9.8,4.0,1.0,97.3,49.8,0.0,179.7,193.9,2,8,1,1,80625,95708,64109,58828,61319,62778,66431,75292,72590,0.0,0.0,2.0,23.4,17.0,105.7,0.0,70.9,77.1,4.1,10.1,94.6,23.8,1.2,1.7,0.0,10.9,16.0,2.7,5.0,1.5,7.8,4.4,65.3,76.4,11.2,5.2,7.3,92.7,33.7,10.5,24.0,28.7,27.4,6.6,2.7,63.9,16.0,0.8,1.1,0.0,7.3,10.8,0.7,65.7,33.6,0.0,71.3,15.8,11.5,0.0,0.0,1.4,0.0,47.9,52.1,17.0
220901001,220901,ARLINGTON H S,ARLINGTON ISD,160.9,19.0,8.0,14.5,22.7,38.9,30.7,45.5,19.1,4.0,1.0,117.7,37.2,5.0,187.9,202.4,0,9,0,1,86125,102085,67214,49208,65902,66700,71926,77288,84172,0.0,0.0,3.5,27.7,19.9,105.7,4.0,66.0,94.9,7.2,10.3,111.4,17.6,0.6,0.0,22.0,9.2,0.1,0.0,11.0,11.0,3.0,2.3,72.9,79.5,9.4,4.0,7.2,92.8,36.0,14.1,24.2,19.1,28.3,11.9,2.5,69.2,10.9,0.4,0.0,13.7,5.7,0.1,0.6,73.2,23.1,3.1,65.7,17.2,12.4,0.0,0.0,2.2,2.5,41.0,59.0,15.5
220901002,220901,SAM HOUSTON H S,ARLINGTON ISD,204.1,24.2,10.1,17.5,39.2,57.1,34.9,48.7,22.0,2.1,0.0,140.5,60.6,3.0,238.3,255.8,0,12,0,1,88209,105560,65563,49562,65721,68335,70368,76229,90438,0.0,0.0,9.0,55.9,51.6,79.7,8.0,104.6,99.5,6.2,9.1,129.9,24.5,1.5,2.0,21.9,23.8,0.6,0.0,6.5,6.5,5.8,4.1,149.1,79.8,9.4,3.9,6.8,93.2,58.3,19.2,28.0,17.1,23.9,10.8,1.0,63.7,12.0,0.7,1.0,10.7,11.7,0.3,0.0,68.8,29.7,1.5,39.0,27.4,25.3,0.0,0.0,4.4,3.9,51.2,48.8,15.6
220901003,220901,LAMAR H S,ARLINGTON ISD,167.4,22.9,7.8,13.5,22.7,38.8,35.8,37.1,29.0,4.0,1.9,110.6,52.7,2.2,198.2,211.7,0,10,0,1,82640,99730,67267,48978,65575,67297,71139,77667,75685,0.0,0.0,9.0,33.4,27.0,93.9,4.0,73.4,94.0,6.4,10.8,102.5,19.5,0.8,0.0,22.7,21.6,0.3,0.0,11.0,11.0,8.7,8.3,95.8,79.1,10.8,3.7,6.4,93.6,45.3,13.5,23.2,21.4,22.2,17.3,2.4,61.2,11.7,0.5,0.0,13.6,12.9,0.2,1.1,66.1,31.5,1.3,56.1,20.0,16.2,0.0,0.0,5.4,2.4,43.9,56.1,14.8
220901004,220901,BOWIE H S,ARLINGTON ISD,157.9,17.0,6.9,14.7,17.9,30.0,39.7,39.9,25.4,5.0,2.5,110.7,41.7,3.0,181.8,196.5,0,7,0,1,88347,98932,67459,45310,64915,67511,71297,76501,85280,0.0,1.0,8.0,52.6,27.1,68.2,1.0,59.4,98.5,8.0,11.6,103.1,20.5,1.0,0.0,24.4,8.9,0.0,0.0,2.0,2.0,6.4,6.1,120.4,80.3,8.7,3.5,7.5,92.5,61.3,11.4,19.0,25.1,25.3,16.1,3.2,65.3,13.0,0.6,0.0,15.5,5.6,0.0,1.6,70.1,26.4,1.9,43.2,33.3,17.2,0.6,0.0,5.1,0.6,37.6,62.4,14.9
220901005,220901,MARTIN H S,ARLINGTON ISD,208.0,22.0,9.0,15.0,15.1,47.0,37.6,58.4,43.4,6.5,1.0,141.5,61.5,4.0,239.0,254.1,0,13,0,1,85710,107455,69133,51459,65591,68217,71156,75608,79733,1.0,0.0,2.0,21.7,24.4,149.9,9.0,90.0,118.1,8.6,12.5,124.1,26.7,0.7,0.0,39.9,16.0,0.6,0.0,8.0,8.0,9.6,8.6,64.5,81.9,8.7,3.5,5.9,94.1,25.4,7.3,22.6,18.1,28.1,20.9,3.1,59.7,12.8,0.3,0.0,19.2,7.7,0.3,0.5,68.0,29.6,1.9,72.1,10.4,11.8,0.0,0.5,1.0,4.3,43.2,56.8,17.6
220901006,220901,VENTURE ALTER H S,ARLINGTON ISD,67.5,6.4,2.1,9.4,4.0,9.0,14.0,22.6,12.9,5.0,1.0,47.0,19.5,0.0,76.0,85.5,0,3,0,1,79997,112560,70174,57726,64334,70504,70477,76905,70986,0.0,0.0,3.0,10.0,9.0,43.5,2.0,21.0,46.5,11.6,14.6,52.9,5.5,8.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,8.5,8.5,30.5,78.9,7.5,2.5,11.1,88.9,35.7,5.9,13.3,20.8,33.4,19.1,7.4,78.5,8.1,11.9,0.0,0.0,1.5,0.0,1.5,69.7,28.8,0.0,64.4,14.8,13.3,0.0,0.0,4.4,3.0,31.1,68.9,11.6
220901009,220901,SEGUIN H S,ARLINGTON ISD,119.8,16.0,5.1,21.4,16.7,21.6,29.4,30.2,20.8,0.9,0.0,85.7,31.1,3.0,140.9,162.3,0,5,0,1,85353,107626,67884,52565,64018,68487,72318,76438,79230,0.0,0.0,5.0,37.2,17.9,55.7,4.0,55.6,64.2,6.8,11.4,74.1,11.6,0.4,0.0,13.6,19.9,0.1,0.0,2.0,2.0,3.8,3.8,84.8,73.8,9.9,3.2,13.2,86.8,52.2,14.0,18.1,24.6,25.2,17.3,0.8,61.8,9.7,0.3,0.0,11.4,16.6,0.1,0.0,71.5,26.0,2.5,46.5,31.1,14.9,0.0,0.0,4.2,3.3,46.4,53.6,13.0
220901011,220901,ARLINGTON COLLEGIATE H S,ARLINGTON ISD,16.5,6.0,2.0,1.0,0.0,2.5,6.0,6.0,2.0,0.0,0.0,2.0,13.5,1.0,24.5,25.5,0,2,0,0,83919,127844,68743,.,64487,66406,70757,75101,.,0.0,0.0,0.0,1.0,2.5,12.0,1.0,7.0,9.5,9.5,12.2,8.4,1.0,0.0,1.0,6.1,0.0,0.0,0.0,6.0,6.0,2.0,2.0,8.5,64.8,23.5,7.8,3.8,96.2,33.4,0.0,15.3,36.3,36.3,12.1,0.0,51.1,6.0,0.0,6.0,36.8,0.0,0.0,0.0,12.1,81.9,6.0,72.6,6.0,15.3,0.0,0.0,0.0,6.0,42.3,57.7,24.5
220901014,220901,ARLINGTON COLLEGE AND CAREER H S,ARLINGTON ISD,18.5,3.0,2.0,0.0,2.5,2.0,5.0,8.0,1.0,0.0,0.0,4.7,13.8,0.0,23.5,23.5,0,2,0,0,92469,126500,65795,47546,64000,66700,70376,73901,.,0.0,0.0,0.0,0.8,3.9,13.7,0.0,6.6,11.9,7.9,10.8,8.5,0.3,0.0,1.6,7.2,1.0,0.0,0.0,12.0,12.0,1.0,1.0,7.8,78.7,12.8,8.5,0.0,100.0,33.0,13.5,10.8,27.0,43.2,5.4,0.0,46.0,1.4,0.0,8.4,38.8,5.4,0.0,0.0,25.6,74.4,0.0,74.2,4.5,21.3,0.0,0.0,0.0,0.0,35.5,64.5,19.7
220902001,220902,HALTOM H S,BIRDVILLE ISD,170.3,17.0,9.2,16.3,12.7,54.8,38.4,40.2,23.3,0.9,1.4,112.8,55.1,1.0,196.5,212.7,0,9,1,0,79114,106184,65448,63445,63050,63640,66936,72305,73151,2.0,0.0,6.0,13.7,31.7,113.9,3.0,75.4,94.9,6.2,9.9,110.0,23.2,2.8,2.2,0.0,9.5,22.6,0.0,8.0,4.3,7.9,5.1,66.4,80.0,8.0,4.3,7.6,92.4,31.2,7.5,32.2,22.6,23.6,13.7,0.5,64.6,13.6,1.6,1.3,0.0,5.6,13.2,0.8,66.2,32.4,0.6,66.9,8.1,18.6,0.0,1.2,3.5,1.8,44.3,55.7,16.2
220902002,220902,RICHLAND H S,BIRDVILLE ISD,129.2,16.0,5.2,11.0,7.6,18.1,29.2,48.5,17.5,8.3,0.3,80.1,48.4,0.5,150.4,161.3,0,7,0,1,77796,98804,66686,61275,61937,63340,66558,72894,81341,1.0,0.0,2.0,9.6,17.5,95.8,3.4,63.2,66.0,7.9,12.5,79.9,19.0,1.0,2.9,0.0,9.9,16.6,0.0,12.5,10.5,5.0,3.6,38.5,80.1,9.9,3.2,6.8,93.2,23.8,5.9,14.0,22.6,37.5,13.6,6.4,61.8,14.7,0.8,2.2,0.0,7.6,12.8,0.2,62.0,37.4,0.4,74.1,7.4,13.5,0.0,0.8,1.5,2.6,48.9,51.1,15.5
220902010,220902,BIRDVILLE H S,BIRDVILLE ISD,127.4,15.5,4.7,17.6,11.3,19.2,28.0,34.7,23.2,11.0,0.3,98.4,25.9,2.7,147.5,165.1,0,7,1,0,79439,97496,67366,63939,61337,64474,66963,72574,78966,0.0,0.0,2.0,4.2,12.5,107.6,1.0,57.9,69.5,8.2,13.4,74.1,19.7,1.2,1.5,0.0,11.2,19.7,0.0,13.5,11.5,6.5,5.3,32.5,77.1,9.4,2.8,10.6,89.4,19.7,8.8,15.1,21.9,27.2,18.2,8.7,58.2,15.5,1.0,1.1,0.0,8.8,15.5,0.3,77.3,20.4,2.1,84.5,3.3,9.8,0.0,0.0,1.6,0.8,45.4,54.6,16.4
220902012,220902,SHANNON H S,BIRDVILLE ISD,18.1,7.8,1.7,8.2,1.4,3.3,1.5,9.1,2.0,0.8,0.0,6.0,12.1,0.0,27.6,35.9,0,2,0,1,77384,108447,65707,61148,62049,63856,65259,74177,77117,0.0,0.0,0.0,1.0,1.8,15.3,0.0,6.9,11.2,6.6,11.9,0.3,2.1,0.0,13.1,0.0,2.5,0.0,0.0,6.5,4.5,16.0,13.0,8.3,50.5,21.8,4.7,23.0,77.0,23.1,7.9,18.2,8.4,50.4,11.0,4.1,1.8,11.8,0.0,72.5,0.0,13.8,0.0,0.0,33.3,66.7,0.0,84.5,5.6,9.9,0.0,0.0,0.0,0.0,38.0,62.0,7.4
220904001,220904,EVERMAN H S,EVERMAN ISD,103.7,12.8,5.6,11.0,5.7,31.0,32.8,21.7,11.8,0.7,4.8,70.9,25.9,2.0,122.1,133.1,0,5,0,0,80747,93555,68133,65889,64907,66322,70489,77993,75323,2.0,0.0,0.0,53.2,12.6,34.8,1.0,52.3,51.4,4.8,9.9,60.9,15.8,1.9,0.0,0.0,17.0,8.0,0.1,2.0,2.0,2.3,1.5,87.6,77.9,9.6,4.2,8.3,91.7,65.8,5.5,29.9,31.6,21.0,11.4,0.6,58.8,15.3,1.9,0.0,0.0,16.4,7.7,4.7,68.4,25.0,1.9,33.6,51.3,12.2,0.0,1.9,0.0,1.0,50.4,49.6,16.5
220904003,220904,EVERMAN ACADEMY H S,EVERMAN ISD,7.3,1.0,3.0,2.3,1.0,2.0,1.0,1.6,1.7,0.0,0.0,4.3,3.0,0.0,11.3,13.6,0,1,0,0,79508,98007,67718,62500,62758,64380,70784,75642,.,0.0,0.0,0.0,1.0,0.0,6.3,0.0,2.6,4.7,3.9,13.0,6.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,7.3,53.6,7.3,22.0,17.1,82.9,53.8,13.7,27.4,13.7,21.8,23.5,0.0,86.3,0.0,0.0,13.7,0.0,0.0,0.0,0.0,58.9,41.1,0.0,86.3,13.7,0.0,0.0,0.0,0.0,0.0,35.5,64.5,8.6
220905001,220905,CARTER-RIVERSIDE H S,FORT WORTH ISD,65.6,17.6,5.0,5.8,3.9,15.4,22.2,14.0,6.9,3.1,2.0,38.7,23.6,1.3,88.2,94.0,1,4,0,1,74835,101676,70005,61991,67307,66418,71945,74960,99425,0.0,0.0,2.9,8.0,14.5,40.2,0.0,34.0,31.6,9.0,11.3,39.9,5.0,7.0,0.0,0.0,4.7,9.0,0.0,10.0,10.0,11.3,11.3,42.2,69.8,18.7,5.3,6.2,93.8,45.0,6.0,23.5,33.9,21.3,10.5,4.7,60.8,7.6,10.7,0.0,0.0,7.2,13.7,3.1,59.0,35.9,2.0,61.3,12.2,22.1,0.0,0.0,4.5,0.0,51.9,48.1,15.7
220905002,220905,ARLINGTON HEIGHTS H S,FORT WORTH ISD,118.2,18.2,5.0,10.6,6.6,22.9,22.4,34.5,23.8,8.0,0.0,80.3,36.0,2.0,141.5,152.1,0,5,0,1,78836,105694,70905,62309,63816,66559,72251,75796,90102,0.0,0.0,2.0,15.5,12.4,88.3,0.0,65.7,52.5,9.6,13.8,47.5,14.4,12.6,1.4,0.0,10.6,31.7,0.0,21.0,21.0,9.5,9.0,47.8,77.7,12.0,3.3,7.0,93.0,31.4,5.6,19.4,18.9,29.2,20.2,6.8,40.2,12.2,10.7,1.2,0.0,8.9,26.8,0.0,67.9,30.5,1.7,74.7,13.1,10.5,0.0,0.0,1.7,0.0,55.6,44.4,16.4
220905003,220905,SOUTH HILLS H S,FORT WORTH ISD,119.5,18.7,4.6,2.9,4.2,31.4,34.2,32.3,10.0,7.4,3.2,83.1,33.2,0.0,142.8,145.7,0,6,0,1,78743,107186,68955,62781,64780,65856,70049,74323,92331,0.0,0.0,3.0,16.0,28.7,69.8,2.0,50.0,69.5,9.1,11.4,62.5,16.0,10.8,2.6,0.0,9.7,18.0,0.0,14.0,14.0,8.0,8.0,62.4,82.0,12.8,3.2,2.0,98.0,42.8,3.5,26.3,28.6,27.0,8.4,6.2,52.3,13.4,9.0,2.1,0.0,8.1,15.1,2.7,69.5,27.8,0.0,58.4,13.4,24.0,0.0,0.0,2.5,1.7,41.8,58.2,15.7
220905004,220905,DIAMOND HILL-JARVIS H S,FORT WORTH ISD,70.2,15.1,4.5,6.9,2.9,27.3,13.3,15.6,9.0,2.0,0.0,41.6,26.5,2.0,89.7,96.6,1,4,0,1,71820,110182,69087,70279,63803,67701,72482,76866,87122,1.0,0.0,0.0,10.6,26.5,31.1,1.0,32.4,37.8,6.4,10.3,37.0,9.8,10.2,2.2,0.0,3.1,7.9,0.0,14.0,14.0,6.3,3.0,57.1,72.7,15.6,4.6,7.1,92.9,59.1,4.2,38.9,19.0,22.3,12.8,2.9,52.8,14.0,14.5,3.2,0.0,4.4,11.2,0.0,59.3,37.8,2.8,44.3,15.1,37.7,0.0,1.4,0.0,1.4,46.2,53.8,13.2
220905005,220905,DUNBAR H S,FORT WORTH ISD,56.2,13.3,6.0,4.9,3.0,17.0,7.9,19.4,5.9,3.0,4.0,26.0,26.1,0.0,75.5,80.4,0,5,0,1,75728,96904,70873,63019,66635,67710,72092,78367,88425,0.0,0.0,1.0,37.1,3.0,15.0,0.0,28.9,27.2,7.9,11.6,30.5,7.9,9.1,0.6,0.0,3.8,4.3,0.0,7.0,7.0,10.3,7.3,64.4,69.9,16.5,7.5,6.1,93.9,80.1,5.3,30.3,14.0,34.5,10.5,5.3,54.2,14.1,16.1,1.1,0.0,6.8,7.6,7.1,46.3,46.5,0.0,26.7,66.1,5.4,0.0,0.0,1.8,0.0,51.5,48.5,15.3
220905006,220905,EASTERN HILLS H S,FORT WORTH ISD,64.2,15.9,6.8,6.4,6.3,18.0,15.3,18.6,4.4,1.6,1.0,41.4,17.8,4.0,86.9,93.3,1,4,0,1,71798,96185,68788,60491,66090,66364,70698,85504,85687,1.0,0.0,3.0,41.4,6.7,10.8,1.3,33.8,30.4,6.9,9.7,33.3,8.2,8.0,2.2,0.0,6.3,6.2,0.0,11.0,11.0,8.3,8.3,77.3,68.9,17.0,7.3,6.8,93.2,82.9,9.7,28.0,23.8,29.0,6.9,2.6,51.9,12.7,12.5,3.4,0.0,9.8,9.7,1.6,64.5,27.7,6.2,16.8,64.5,10.4,0.0,1.6,4.7,2.1,52.6,47.4,18.4
220905008,220905,NORTH SIDE H S,FORT WORTH ISD,113.3,15.2,6.0,8.8,8.0,27.8,29.9,31.2,14.9,1.5,7.0,72.0,33.4,1.0,134.6,143.4,0,4,0,1,78794,100048,68689,57860,63329,67134,71500,76021,125323,1.0,0.0,3.0,8.9,41.8,58.5,0.0,59.7,53.6,8.5,10.8,59.6,16.1,12.9,3.9,0.0,2.9,18.0,0.0,24.0,24.0,6.8,6.8,73.7,79.0,10.6,4.2,6.2,93.8,51.4,7.0,24.5,26.4,27.5,13.1,1.3,52.6,14.2,11.3,3.4,0.0,2.6,15.8,6.1,63.5,29.5,0.9,51.7,7.9,36.9,0.0,0.9,2.6,0.0,52.7,47.3,15.2
220905009,220905,POLYTECHNIC H S,FORT WORTH ISD,80.2,18.5,5.3,6.3,8.2,23.3,15.0,20.8,12.0,1.0,2.0,47.5,27.8,3.0,104.0,110.3,1,4,0,1,72253,99975,68651,64164,64249,65247,71480,77250,97463,0.0,0.0,2.0,18.9,21.3,37.0,1.0,43.6,36.7,8.3,10.0,34.3,11.2,11.4,1.1,0.0,14.0,8.3,0.0,14.0,14.0,9.3,7.8,61.3,72.8,16.8,4.8,5.7,94.3,55.6,10.3,29.0,18.6,25.9,14.9,1.2,42.7,14.0,14.2,1.4,0.0,17.5,10.3,2.5,59.2,34.6,3.7,46.1,23.6,26.6,0.0,0.0,2.5,1.2,54.3,45.7,17.2
